time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-06T15:27:45.086Z,-11.9576,166.1371,10,4.7,mb,32,186,6.578,0.87,us,us7000nq9s,2024-11-10T23:34:10.040Z,"141 km SSE of Lata, Solomon Islands",earthquake,7.02,1.926,0.11,25,reviewed,us,us
2024-11-06T15:19:34.262Z,-33.6041,-177.6811,35,4.6,mb,22,215,4.334,0.99,us,us7000nq9q,2024-11-10T23:14:44.040Z,"south of the Kermadec Islands",earthquake,6.41,2.011,0.141,15,reviewed,us,us
2024-11-06T14:36:23.490Z,-4.7902,153.302,52.155,5.9,mww,208,20,1.281,0.57,us,us7000nq9e,2024-11-07T14:38:43.103Z,"124 km ESE of Kokopo, Papua New Guinea",earthquake,6.23,4.471,0.043,51,reviewed,us,us
2024-11-06T09:14:52.589Z,-3.3545,139.8406,94.045,4.6,mb,17,105,1.199,0.45,us,us7000nq8q,2024-11-06T10:10:04.040Z,"121 km SW of Abepura, Indonesia",earthquake,10.17,9.677,0.141,15,reviewed,us,us
2024-11-06T07:01:19.595Z,-21.3652,-68.6776,117.841,5,mb,48,43,0.678,1,us,us7000nq7d,2024-11-07T14:42:24.808Z,"46 km WSW of Ollagüe, Chile",earthquake,2.88,5.951,0.065,76,reviewed,us,us
2024-11-05T19:39:41.219Z,-12.9349,-75.1973,79.395,5.7,mww,119,59,1.862,0.85,us,us7000nq3d,2024-11-08T23:51:11.478Z,"14 km NNW of Santa Ana, Peru",earthquake,7.62,6.353,0.049,40,reviewed,us,us
2024-11-05T18:08:27.112Z,24.0815,121.8759,37.306,4.6,mb,30,66,0.742,0.75,us,us7000nq32,2024-11-06T17:43:10.505Z,"29 km ENE of Hualien City, Taiwan",earthquake,4.01,7.874,0.141,15,reviewed,us,us
2024-11-05T11:42:32.230Z,19.16,-155.51183333333,38.35,4.75,ml,60,112,0.04722,0.11,hv,hv74522742,2024-11-11T03:40:46.962Z,"5 km SW of Pāhala, Hawaii",earthquake,0.42,0.44,0.183679842231,44,reviewed,hv,hv
2024-11-05T10:06:02.413Z,49.4193,147.1684,576.681,5.3,mb,104,82,3.841,0.61,us,us7000nq1g,2024-11-05T10:22:17.040Z,"296 km E of Poronaysk, Russia",earthquake,9.34,8.005,0.026,502,reviewed,us,us
2024-11-05T09:27:45.439Z,38.784,70.2761,10,4.7,mb,38,65,0.884,0.62,us,us7000nq0j,2024-11-05T13:29:05.040Z,"27 km SSE of Novobod, Tajikistan",earthquake,4.65,1.921,0.126,19,reviewed,us,us
2024-11-05T09:03:02.996Z,38.5183,70.5238,10,4.7,mb,27,144,0.987,0.72,us,us7000nq0i,2024-11-05T13:31:43.092Z,"58 km SSE of Rasht, Tajikistan",earthquake,7.69,1.942,0.104,28,reviewed,us,us
2024-11-05T03:14:07.421Z,5.2975,-77.4477,39.391,5,mww,57,57,2.105,0.56,us,us7000npzi,2024-11-05T17:45:30.105Z,"39 km NNW of Pizarro, Colombia",earthquake,8.06,2.535,0.073,18,reviewed,us,us
2024-11-05T01:48:48.283Z,16.2706,122.229,35,4.7,mb,56,132,7.153,0.65,us,us7000npz9,2024-11-05T11:54:11.030Z,"49 km SE of Minuri, Philippines",earthquake,8.88,1.854,0.083,44,reviewed,us,us
2024-11-05T00:31:12.632Z,-20.116,-173.9599,10,5,mb,52,61,1.567,0.88,us,us7000npz0,2024-11-05T00:49:19.040Z,"53 km SE of Pangai, Tonga",earthquake,10.45,1.867,0.062,83,reviewed,us,us
2024-11-04T20:46:24.759Z,25.434,142.5729,10,4.7,mb,57,120,1.691,0.56,us,us7000npxd,2024-11-04T21:10:40.040Z,"Volcano Islands, Japan region",earthquake,10.47,1.89,0.08,48,reviewed,us,us
2024-11-04T17:51:03.866Z,-12.3355,166.7681,248.19,4.5,mb,45,68,8.508,0.48,us,us7000npwt,2024-11-04T18:07:52.040Z,"190 km NNW of Sola, Vanuatu",earthquake,12.77,8.181,0.076,51,reviewed,us,us
2024-11-04T15:10:56.088Z,35.5317,140.0284,70.646,4.6,mb,57,122,1.786,0.74,us,us7000npv8,2024-11-05T06:06:35.535Z,"5 km WNW of Ichihara, Japan",earthquake,6.53,7.003,0.087,39,reviewed,us,us
2024-11-04T15:03:53.104Z,-17.5119,-69.2447,159.209,4.5,mb,71,68,0.237,0.79,us,us7000npv7,2024-11-04T16:56:05.040Z,"81 km ENE of Palca, Peru",earthquake,7.67,5.566,0.076,50,reviewed,us,us
2024-11-04T12:49:15.878Z,-20.3254,-177.55,501.088,4.6,mb,48,100,4.816,0.7,us,us7000npuw,2024-11-05T06:40:28.040Z,"252 km WNW of Houma, Tonga",earthquake,13.22,7.937,0.075,53,reviewed,us,us
2024-11-04T08:32:26.967Z,8.0326,126.3166,10,4.9,mb,71,87,1.204,0.69,us,us7000nptx,2024-11-04T09:01:09.876Z,"10 km W of Lingig, Philippines",earthquake,8.12,1.868,0.052,119,reviewed,us,us
2024-11-04T07:57:21.349Z,56.3918,-34.0674,10,4.9,mb,90,67,8.76,0.5,us,us7000npts,2024-11-04T08:20:05.040Z,"Reykjanes Ridge",earthquake,7.89,1.821,0.037,230,reviewed,us,us
2024-11-04T03:26:05.146Z,-8.917,110.2288,103.318,4.5,mb,17,133,1.868,0.6,us,us7000npsx,2024-11-04T04:13:43.040Z,"107 km S of Bambanglipuro, Indonesia",earthquake,8.24,9.549,0.205,7,reviewed,us,us
2024-11-03T21:18:40.134Z,-19.0011,-66.918,257.722,4.7,mb,75,43,2.249,1.07,us,us7000nprz,2024-11-03T21:35:02.040Z,"19 km SW of Challapata, Bolivia",earthquake,7.73,7.159,0.033,273,reviewed,us,us
2024-11-03T19:48:44.259Z,-53.8662,2.802,10,4.9,mb,45,64,18.041,0.51,us,us7000nprm,2024-11-03T20:08:09.040Z,"Bouvet Island region",earthquake,7.76,1.746,0.086,42,reviewed,us,us
2024-11-03T19:20:49.880Z,25.4788,142.7637,10,4.7,mb,50,125,1.692,0.92,us,us7000npre,2024-11-03T19:47:50.040Z,"Volcano Islands, Japan region",earthquake,11.63,1.906,0.087,40,reviewed,us,us
2024-11-03T17:09:26.013Z,25.4153,142.4937,10,4.7,mb,45,141,1.696,0.48,us,us7000npqy,2024-11-03T17:30:56.040Z,"Volcano Islands, Japan region",earthquake,10.52,1.921,0.096,33,reviewed,us,us
2024-11-03T17:03:52.194Z,40.0979,23.2479,9,5.2,mww,107,24,0.582,0.56,us,us7000npqn,2024-11-05T13:54:43.158Z,"12 km SSW of Néa Poteídaia, Greece",earthquake,2.7,1.83,0.043,52,reviewed,us,us
2024-11-03T16:06:40.509Z,-3.415,145.8694,19.232,5,mb,32,73,5.236,0.83,us,us7000npqk,2024-11-03T16:21:50.040Z,"199 km N of Madang, Papua New Guinea",earthquake,9.99,4.973,0.094,36,reviewed,us,us
2024-11-03T15:34:55.690Z,25.4158,142.645,22.161,4.8,mb,34,121,1.723,0.59,us,us7000npqj,2024-11-03T16:24:37.040Z,"Volcano Islands, Japan region",earthquake,10.14,4.959,0.081,47,reviewed,us,us
2024-11-03T14:09:33.812Z,25.4729,142.5714,38.276,4.8,mb,35,130,1.653,0.57,us,us7000npqd,2024-11-03T14:32:36.040Z,"Volcano Islands, Japan region",earthquake,12.8,6.749,0.105,28,reviewed,us,us
2024-11-03T12:20:49.342Z,25.4098,142.5467,10,4.7,mb,59,111,1.71,0.82,us,us7000npq2,2024-11-03T13:23:54.040Z,"Volcano Islands, Japan region",earthquake,8.33,1.877,0.058,90,reviewed,us,us
2024-11-03T12:06:47.006Z,25.4573,142.5981,10,4.9,mb,69,90,1.673,1.04,us,us7000npq0,2024-11-03T13:02:39.040Z,"Volcano Islands, Japan region",earthquake,10.87,1.896,0.069,68,reviewed,us,us
2024-11-03T11:17:45.103Z,-21.5515,-178.8835,573.724,5,mb,53,97,4.762,0.76,us,us7000nppn,2024-11-03T11:33:07.040Z,"Fiji region",earthquake,12.47,8.88,0.089,40,reviewed,us,us
2024-11-03T10:56:48.534Z,51.4872,-175.6262,33,5.8,mww,121,70,0.533,0.62,us,us7000nppj,2024-11-13T11:07:00.413Z,"81 km ESE of Adak, Alaska",earthquake,4.21,1.882,0.068,21,reviewed,us,us
2024-11-03T07:57:27.764Z,-7.5123,126.7752,249.783,4.8,mb,48,51,4.302,0.64,us,us7000npp7,2024-11-03T08:15:02.040Z,"112 km NNE of Baukau, Timor Leste",earthquake,8.76,7.51,0.088,40,reviewed,us,us
2024-11-03T05:59:52.820Z,-5.4518,152.0393,50.122,4.9,mb,37,150,1.258,1.12,us,us7000npnr,2024-11-03T06:57:49.040Z,"125 km SSW of Kokopo, Papua New Guinea",earthquake,10.33,7.629,0.093,36,reviewed,us,us
2024-11-03T05:23:05.679Z,25.5322,128.8029,10,4.7,mb,39,73,1.383,0.49,us,us7000npng,2024-11-03T05:45:37.040Z,"128 km SE of Katsuren-haebaru, Japan",earthquake,5.8,1.876,0.112,24,reviewed,us,us
2024-11-03T04:04:04.620Z,-35.7026,-69.5173,189.089,5.4,mww,118,39,1.377,0.94,us,us7000npn0,2024-11-04T04:06:28.692Z,"129 km NNE of Barrancas, Argentina",earthquake,6.83,4.67,0.039,63,reviewed,us,us
2024-11-03T03:10:37.062Z,-26.4653,-11.3971,10,4.5,mb,23,77,26.183,0.96,us,us7000npmr,2024-11-05T22:13:38.040Z,"southern Mid-Atlantic Ridge",earthquake,13.51,1.894,0.122,21,reviewed,us,us
2024-11-03T01:46:11.557Z,35.2471,52.3587,35,4.6,mb,56,95,4.788,0.74,us,us7000npmi,2024-11-07T20:55:23.082Z,"4 km ENE of Īstgāh-e Rāh Āhan-e Garmsār, Iran",earthquake,8.56,1.918,0.068,65,reviewed,us,us
2024-11-03T01:28:29.555Z,-37.2505,177.4296,139.25,4.6,mb,32,49,0.764,0.88,us,us7000npmb,2024-11-03T01:49:49.040Z,"85 km N of Opotiki, New Zealand",earthquake,8.17,6.693,0.114,24,reviewed,us,us
2024-11-02T23:54:17.885Z,0.4725,126.6829,67.612,4.7,mb,38,54,0.745,0.82,us,us7000nply,2024-11-03T00:10:00.040Z,"85 km WSW of Ternate, Indonesia",earthquake,7.95,7.614,0.108,26,reviewed,us,us
2024-11-02T21:04:13.623Z,9.239,40.1035,10,4.7,mb,51,116,10.682,1.01,us,us7000npla,2024-11-03T07:57:46.770Z,"29 km NNW of Āwash, Ethiopia",earthquake,8.53,1.913,0.087,40,reviewed,us,us
2024-11-02T19:59:15.189Z,12.545,-87.9507,68.502,5.1,mww,87,142,0.92,1.11,us,us7000npl2,2024-11-02T21:25:05.881Z,"58 km WSW of Jiquilillo, Nicaragua",earthquake,5.39,5.856,0.049,40,reviewed,us,us
2024-11-02T19:28:58.609Z,25.4405,142.8273,10,4.9,mb,80,90,1.746,0.62,us,us7000npky,2024-11-02T19:52:15.040Z,"Volcano Islands, Japan region",earthquake,10.28,1.876,0.047,142,reviewed,us,us
2024-11-02T18:08:51.452Z,10.4571,-86.2296,10,4.6,mb,79,183,0.903,0.76,us,us7000npkh,2024-11-02T21:32:00.040Z,"45 km WNW of Tamarindo, Costa Rica",earthquake,5.49,1.936,0.061,83,reviewed,us,us
2024-11-02T17:18:04.504Z,-18.4405,-177.5472,551.23,4.5,mb,37,88,3.531,0.54,us,us7000npkd,2024-11-02T17:49:40.040Z,"Fiji region",earthquake,14.13,9.692,0.096,35,reviewed,us,us
2024-11-02T15:33:17.771Z,52.3777,-165.104,9.733,4.5,mb,146,83,1.695,0.43,us,us7000npjx,2024-11-02T16:28:39.040Z,"192 km SSE of Unalaska, Alaska",earthquake,5.34,3.817,0.04,192,reviewed,us,us
2024-11-02T10:19:42.455Z,-6.2562,103.6905,18.849,5.2,mb,69,61,2.02,0.88,us,us7000npiy,2024-11-02T10:53:02.022Z,"196 km WSW of Bandar Lampung, Indonesia",earthquake,7.75,4.374,0.065,79,reviewed,us,us
2024-11-02T08:33:41.320Z,-16.6769,-173.4622,63.464,4.6,mb,22,113,3.194,1.6,us,us7000npij,2024-11-03T05:39:59.040Z,"87 km SSE of Hihifo, Tonga",earthquake,10.36,8.071,0.146,14,reviewed,us,us
2024-11-02T07:42:14.530Z,-29.6606,-71.2425,68.275,5,mb,92,93,0.257,0.82,us,us7000npid,2024-11-03T04:30:39.469Z,"27 km N of La Serena, Chile",earthquake,5.07,3.493,0.031,323,reviewed,us,us
2024-11-02T06:27:32.595Z,21.227,121.029,16.672,5,mb,43,119,2.096,0.83,us,us7000nphz,2024-11-02T07:12:42.040Z,"90 km SSE of Hengchun, Taiwan",earthquake,9.68,5.68,0.068,68,reviewed,us,us
2024-11-02T05:50:52.276Z,41.5266,79.4209,10,4.7,mb,39,62,1.8,1.11,us,us7000nphu,2024-11-02T06:28:46.040Z,"81 km WNW of Aksu, China",earthquake,8.01,1.854,0.093,35,reviewed,us,us
2024-11-02T05:03:54.852Z,-17.9649,-178.4687,580.061,5.3,mb,89,41,2.54,1.05,us,us7000nphp,2024-11-05T08:09:55.040Z,"234 km E of Levuka, Fiji",earthquake,11.06,8.381,0.037,239,reviewed,us,us
2024-11-01T23:00:03.845Z,7.39,126.2387,10,4.5,mb,36,114,0.728,1.23,us,us7000npgq,2024-11-02T01:14:25.802Z,"26 km SSE of Bantacan, Philippines",earthquake,6,1.894,0.107,26,reviewed,us,us
2024-11-01T21:35:46.127Z,33.8434,86.4422,10,4.6,mb,34,90,6.106,0.85,us,us7000npga,2024-11-01T21:58:43.040Z,"western Xizang",earthquake,11.23,1.908,0.104,28,reviewed,us,us
2024-11-01T21:13:20.247Z,8.9284,40.2229,10,4.6,mb,50,246,3.654,0.66,us,us7000npg7,2024-11-02T20:51:43.987Z,"8 km SE of Āwash, Ethiopia",earthquake,14.45,1.999,0.084,42,reviewed,us,us
2024-11-01T20:01:14.785Z,36.221,70.5216,118.427,4.8,mb,170,34,2.212,0.82,us,us7000npg1,2024-11-02T15:23:39.040Z,"71 km ESE of Farkhār, Afghanistan",earthquake,8.43,5.228,0.042,175,reviewed,us,us
2024-11-01T18:55:29.365Z,8.9656,40.0827,10,4.6,mb,107,63,10.415,0.53,us,us7000npfn,2024-11-02T15:15:24.165Z,"9 km WSW of Āwash, Ethiopia",earthquake,10.19,1.867,0.056,98,reviewed,us,us
2024-11-01T17:19:13.455Z,-0.5368,125.8548,37.046,5.4,mb,235,18,1.994,0.6,us,us7000npf5,2024-11-02T17:22:30.589Z,"168 km N of Sanana, Indonesia",earthquake,5.91,4.379,0.04,214,reviewed,us,us
2024-11-01T14:16:51.139Z,35.8463,140.81,43.395,4.6,mwr,72,121,2.215,0.69,us,us7000npc6,2024-11-01T14:59:25.040Z,"12 km N of Hasaki, Japan",earthquake,7.45,5.024,0.071,19,reviewed,us,us
2024-11-01T12:12:11.036Z,25.4208,142.5134,10,4.7,mb,28,132,1.694,0.64,us,us7000npbu,2024-11-02T10:50:24.040Z,"Volcano Islands, Japan region",earthquake,10.26,1.74,0.121,21,reviewed,us,us
2024-11-01T08:48:09.601Z,-2.7306,139.4136,34.058,4.9,mb,31,73,1.306,0.91,us,us7000npbh,2024-11-01T09:07:09.040Z,"136 km W of Abepura, Indonesia",earthquake,8.85,5.356,0.092,37,reviewed,us,us
2024-11-01T08:33:54.707Z,-9.3918,108.8482,18.804,4.6,mb,25,81,2.254,0.93,us,us7000npbg,2024-11-01T08:54:48.040Z,"185 km S of Cilacap, Indonesia",earthquake,7.73,5.162,0.132,17,reviewed,us,us
2024-11-01T08:24:01.601Z,25.2909,142.669,10,4.7,mb,44,125,1.849,0.74,us,us7000npbf,2024-11-01T08:46:48.040Z,"Volcano Islands, Japan region",earthquake,11.1,1.905,0.079,49,reviewed,us,us
2024-11-01T06:53:07.319Z,-23.367,-175.58,49.599,4.9,mb,25,187,6.235,0.72,us,us7000npb8,2024-11-01T07:22:56.040Z,"233 km SSW of ‘Ohonua, Tonga",earthquake,13.23,12.219,0.122,21,reviewed,us,us
2024-11-01T05:38:14.931Z,56.3261,-34.0639,10,5.4,mww,129,35,8.803,0.75,us,us7000npb7,2024-11-02T05:41:50.996Z,"Reykjanes Ridge",earthquake,7.38,1.882,0.052,35,reviewed,us,us
2024-11-01T05:29:02.397Z,-21.1522,-67.9054,165.642,4.9,mb,61,41,1.4,1.13,us,us7000npb4,2024-11-01T05:44:06.040Z,"37 km ENE of Ollagüe, Chile",earthquake,6.44,6.826,0.061,84,reviewed,us,us
2024-11-01T05:24:10.715Z,-18.946,169.1294,229.141,4.6,mb,40,55,3.973,0.86,us,us7000npb3,2024-11-01T06:08:22.040Z,"67 km NNW of Isangel, Vanuatu",earthquake,9.82,6.805,0.061,81,reviewed,us,us
2024-11-01T04:18:52.796Z,29.2769,130.3249,41.042,4.7,mb,39,121,2.228,0.72,us,us7000npax,2024-11-01T04:48:01.040Z,"107 km S of Yudomari, Japan",earthquake,9.62,8.114,0.085,42,reviewed,us,us
2024-11-01T03:00:55.707Z,4.3721,98.1944,10,4.5,mb,21,55,1.506,0.8,us,us7000npai,2024-11-01T21:08:10.040Z,"27 km ESE of Langsa, Indonesia",earthquake,5.71,1.871,0.15,13,reviewed,us,us
2024-11-01T01:25:08.782Z,17.2562,-101.0161,25.521,4.6,mb,40,211,2.359,1.04,us,us7000npa7,2024-11-04T14:38:48.040Z,"8 km SSE of Papanoa, Mexico",earthquake,10.38,8.371,0.051,116,reviewed,us,us
2024-10-31T22:32:58.124Z,-21.1128,-178.7634,586.556,4.5,mb,44,81,4.5,0.55,us,us7000np9p,2024-11-01T00:23:43.040Z,"Fiji region",earthquake,13.04,7.294,0.072,56,reviewed,us,us
2024-10-31T22:24:42.835Z,-19.9447,66.2801,10,5.1,mww,68,55,2.746,0.72,us,us7000np9n,2024-11-01T00:04:09.040Z,"Mauritius - Reunion region",earthquake,4.3,1.764,0.08,15,reviewed,us,us
2024-10-31T20:51:59.452Z,43.8955,149.117,10,5.2,mb,81,135,4.711,0.89,us,us7000np96,2024-10-31T21:22:10.040Z,"177 km SSE of Kuril’sk, Russia",earthquake,10.56,1.885,0.04,209,reviewed,us,us
2024-10-31T20:20:40.540Z,-10.04,151.7835,10,4.7,mb,33,91,4.602,0.69,us,us7000np90,2024-11-01T21:01:39.662Z,"138 km ENE of Samarai, Papua New Guinea",earthquake,7.59,1.892,0.111,25,reviewed,us,us
2024-10-31T17:46:28.610Z,-6.937,155.4395,50.582,5.3,mww,79,34,4.251,0.6,us,us7000np8b,2024-10-31T18:05:18.040Z,"68 km S of Panguna, Papua New Guinea",earthquake,8.13,5.207,0.075,17,reviewed,us,us
2024-10-31T16:18:16.120Z,23.5714,121.5974,10,5.2,mb,54,45,0.889,0.99,us,us7000np7y,2024-11-01T11:44:09.690Z,"44 km S of Hualien City, Taiwan",earthquake,5.26,1.852,0.054,112,reviewed,us,us
2024-10-31T13:12:53.977Z,42.9556,145.4577,93.417,4.5,mb,22,142,1.944,1.04,us,us7000np6i,2024-10-31T14:22:24.040Z,"41 km SSW of Nemuro, Japan",earthquake,10.06,8.116,0.125,19,reviewed,us,us
2024-10-31T08:52:51.771Z,-49.9162,126.9749,10.903,4.7,mb,30,112,15.656,0.62,us,us7000np5x,2024-10-31T09:09:31.040Z,"western Indian-Antarctic Ridge",earthquake,13.26,5.047,0.104,28,reviewed,us,us
2024-10-31T06:02:23.926Z,-18.8898,-177.9106,503.106,5.1,mb,75,74,3.532,0.66,us,us7000np5i,2024-10-31T06:16:25.040Z,"Fiji region",earthquake,13.54,7.946,0.094,37,reviewed,us,us
2024-10-31T05:44:44.881Z,-48.8984,121.3782,10,5.2,mww,53,65,16.254,0.48,us,us7000np5g,2024-10-31T06:09:00.040Z,"western Indian-Antarctic Ridge",earthquake,11.17,1.881,0.093,11,reviewed,us,us
2024-10-31T05:21:48.005Z,-14.9999,-71.867,126.559,4.5,mb,26,152,3.447,0.77,us,us7000np5a,2024-10-31T06:34:24.040Z,"39 km SSE of Cayarani, Peru",earthquake,13.7,9.396,0.089,37,reviewed,us,us
2024-10-31T05:15:53.433Z,52.3009,159.6162,55.148,4.8,mb,59,125,0.933,0.86,us,us7000np59,2024-10-31T05:32:59.040Z,"107 km SE of Vilyuchinsk, Russia",earthquake,9.94,7.12,0.075,55,reviewed,us,us
2024-10-31T02:56:40.767Z,-22.962,-179.8161,567.499,4.5,mb,28,126,5.562,0.81,us,us7000np4w,2024-10-31T03:15:52.040Z,"south of the Fiji Islands",earthquake,15.37,10.518,0.1,29,reviewed,us,us
2024-10-30T23:47:24.357Z,4.6878,127.4965,120.687,4.6,mb,51,107,3.039,0.69,us,us7000np45,2024-10-31T00:03:03.040Z,"235 km SE of Pondaguitan, Philippines",earthquake,9.35,5.902,0.078,49,reviewed,us,us
2024-10-30T21:39:07.062Z,19.0488,121.2583,10,4.7,mb,74,114,3.754,0.62,us,us7000np3w,2024-10-30T21:59:11.040Z,"49 km NNE of Namuac, Philippines",earthquake,9.56,1.777,0.064,73,reviewed,us,us
2024-10-30T20:15:19.955Z,43.544,-127.7993,10,6,mww,95,97,2.73,1.06,us,us7000np33,2024-11-12T20:25:24.615Z,"279 km W of Bandon, Oregon",earthquake,10.58,1.877,0.036,73,reviewed,us,us
2024-10-30T18:49:50.663Z,-11.5147,166.0534,86.836,4.5,mb,38,98,6.349,1.07,us,us7000np2k,2024-10-30T21:29:11.040Z,"91 km SSE of Lata, Solomon Islands",earthquake,11.86,7.226,0.094,33,reviewed,us,us
2024-10-30T13:03:54.109Z,6.4711,126.7558,112.978,4.6,mb,45,118,1.311,0.53,us,us7000np03,2024-10-30T18:14:43.040Z,"64 km SE of Bobon, Philippines",earthquake,10.71,6.205,0.094,35,reviewed,us,us
2024-10-30T12:18:52.635Z,-4.4502,150.0872,521.212,6,mww,97,19,2.086,0.84,us,us7000nnz9,2024-10-31T17:46:44.040Z,"121 km N of Kimbe, Papua New Guinea",earthquake,7.86,7.895,0.052,36,reviewed,us,us
2024-10-30T11:43:21.501Z,-24.2892,-67.128,196.121,4.9,mb,36,62,1.643,0.8,us,us7000nnz6,2024-10-30T15:41:37.421Z,"82 km W of San Antonio de los Cobres, Argentina",earthquake,10.15,8.628,0.081,47,reviewed,us,us
2024-10-30T08:59:09.119Z,-25.2279,-178.7697,387.282,4.9,mb,41,114,4.071,1.27,us,us7000nnyz,2024-10-30T09:16:42.040Z,"south of the Fiji Islands",earthquake,13.21,10.078,0.096,34,reviewed,us,us
2024-10-30T06:14:26.486Z,36.0975,139.7772,74.849,4.7,mb,25,128,1.342,0.47,us,us7000nnyg,2024-10-30T15:37:44.818Z,"2 km W of Sakai, Japan",earthquake,6.88,9.468,0.183,9,reviewed,us,us
2024-10-30T02:38:18.393Z,-1.5546,123.4017,10,4.5,mb,15,103,0.81,0.55,us,us7000nnxr,2024-10-31T02:01:26.040Z,"95 km SE of Luwuk, Indonesia",earthquake,5.9,1.928,0.18,9,reviewed,us,us
2024-10-30T02:18:42.114Z,38.263,74.1587,131.447,4.5,mb,54,206,3.805,0.6,us,us7000nnxq,2024-10-31T01:42:52.040Z,"19 km ENE of Murghob, Tajikistan",earthquake,10.14,10.271,0.085,40,reviewed,us,us
2024-10-29T21:49:16.763Z,7.3345,-71.8717,10,4.7,mb,36,126,1.871,0.61,us,us7000nnx8,2024-10-29T22:29:00.040Z,"44 km NE of Cubará, Colombia",earthquake,5.33,1.915,0.063,77,reviewed,us,us
2024-10-29T18:46:45.382Z,-12.337,-14.757,10,5,mb,40,108,4.394,0.56,us,us7000nnwd,2024-10-29T19:10:56.040Z,"southern Mid-Atlantic Ridge",earthquake,14.33,1.902,0.093,37,reviewed,us,us
2024-10-29T18:44:26.491Z,-13.0812,166.3824,43.724,4.5,mb,24,130,7.276,1.21,us,us7000nnwb,2024-10-29T19:49:31.040Z,"154 km NW of Sola, Vanuatu",earthquake,11.24,7.027,0.125,19,reviewed,us,us
2024-10-29T17:32:51.709Z,-59.6938,-27.3994,152.712,5.1,mb,115,70,15.523,0.63,us,us7000nnvq,2024-10-29T17:50:42.040Z,"South Sandwich Islands region",earthquake,10.99,6.785,0.055,113,reviewed,us,us
2024-10-29T16:43:26.840Z,33.3574,30.0546,10,4.5,mb,65,72,2.892,0.77,us,us7000nnvc,2024-10-31T13:36:55.104Z,"219 km N of Rosetta, Egypt",earthquake,6.69,1.88,0.073,63,reviewed,us,us
2024-10-29T16:16:32.705Z,-19.7509,-176.9532,332.484,4.9,mb,105,121,4.777,0.84,us,us7000nnv7,2024-10-31T21:45:02.040Z,"233 km NW of Houma, Tonga",earthquake,10.73,5.761,0.037,241,reviewed,us,us
2024-10-29T16:00:32.105Z,-54.7514,159.0141,17.571,4.7,mb,24,179,0.257,0.38,us,us7000nnv3,2024-10-29T16:46:32.040Z,"Macquarie Island region",earthquake,9.22,4.772,0.126,19,reviewed,us,us
2024-10-29T13:01:42.026Z,-28.7028,-176.8544,42.581,4.8,mb,39,75,1.086,0.78,us,us7000nnsw,2024-10-29T17:05:17.040Z,"Kermadec Islands region",earthquake,9.61,6.943,0.094,42,reviewed,us,us
